ome;frfe
317,1;2,54415
317,2;2,55131
317,3;2,55889
317,4;2,56582
317,5;2,57224
317,6;2,57895
317,7;2,58622
317,8;2,59315
317,9;2,59968
318;2,60605
318,1;2,61291
318,2;2,6197
318,3;2,62666
318,4;2,63341
318,5;2,64035
318,6;2,64736
318,7;2,65405
318,8;2,66119
318,9;2,66951
319;2,67778
319,1;2,68335
319,2;2,68892
319,3;2,6955
319,4;2,70304
319,5;2,71131
319,6;2,72089
319,7;2,73014
319,8;2,73924
319,9;2,74927
320;2,75957
320,1;2,76917
320,2;2,77938
320,3;2,78895
320,4;2,79814
320,5;2,8074
320,6;2,81679
320,7;2,82618
320,8;2,83639
320,9;2,84574
321;2,85546
321,1;2,8654
321,2;2,87596
321,3;2,88647
321,4;2,89714
321,5;2,90858
321,6;2,92052
321,7;2,93176
321,8;2,94328
321,9;2,95494
322;2,96604
322,1;2,97724
322,2;2,98916
322,3;3,00086
322,4;3,01175
322,5;3,02216
322,6;3,03195
322,7;3,04176
322,8;3,05204
322,9;3,06199
323;3,0725
323,1;3,08291
323,2;3,09325
323,3;3,10346
323,4;3,11479
323,5;3,12638
323,6;3,13825
323,7;3,15078
323,8;3,16345
323,9;3,17666
324;3,18966
324,1;3,20354
324,2;3,2172
324,3;3,23188
324,4;3,24655
324,5;3,2614
324,6;3,27624
324,7;3,29056
324,8;3,30499
324,9;3,31961
325;3,33451
325,1;3,34816
325,2;3,36209
325,3;3,3765
325,4;3,39147
325,5;3,40669
325,6;3,42251
325,7;3,43817
325,8;3,45419
325,9;3,47058
326;3,48694
326,1;3,50412
326,2;3,52131
326,3;3,5379
326,4;3,55423
326,5;3,57116
326,6;3,58847
326,7;3,60587
326,8;3,62245
326,9;3,63921
327;3,65574
327,1;3,6727
327,2;3,69055
327,3;3,70828
327,4;3,72595
327,5;3,74411
327,6;3,76291
327,7;3,78258
327,8;3,80238
327,9;3,82195
328;3,84175
328,1;3,86223
328,2;3,88292
328,3;3,90435
328,4;3,9261
328,5;3,94784
328,6;3,96943
328,7;3,99142
328,8;4,01271
328,9;4,03364
329;4,05491
329,1;4,07619
329,2;4,0975
329,3;4,11946
329,4;4,14141
329,5;4,16307
329,6;4,18439
329,7;4,20717
329,8;4,23096
329,9;4,25395
330;4,27777
330,1;4,30215
330,2;4,32786
330,3;4,35538
330,4;4,38176
330,5;4,40887
330,6;4,43731
330,7;4,46761
330,8;4,49942
330,9;4,53135
331;4,56263
331,1;4,5936
331,2;4,62254
331,3;4,65017
331,4;4,67877
331,5;4,70904
331,6;4,74039
331,7;4,77363
331,8;4,80662
331,9;4,83964
332;4,8743
332,1;4,91052
332,2;4,94778
332,3;4,98637
332,4;5,02621
332,5;5,0667
332,6;5,10879
332,7;5,15258
332,8;5,19698
332,9;5,23962
333;5,2774
333,1;5,31346
333,2;5,35251
333,3;5,39585
333,4;5,4413
333,5;5,48564
333,6;5,52999
333,7;5,5756
333,8;5,62081
333,9;5,66534
334;5,71182
334,1;5,75951
334,2;5,80845
334,3;5,85885
334,4;5,90922
334,5;5,95976
334,6;6,01301
334,7;6,06816
334,8;6,1245
334,9;6,18245
335;6,23963
335,1;6,29605
335,2;6,35377
335,3;6,41359
335,4;6,47576
335,5;6,53883
335,6;6,60124
335,7;6,66346
335,8;6,72692
335,9;6,7913
336;6,85697
336,1;6,92338
336,2;6,99084
336,3;7,06011
336,4;7,13244
336,5;7,20781
336,6;7,28466
336,7;7,36517
336,8;7,44925
336,9;7,53693
337;7,62736
337,1;7,72077
337,2;7,81684
337,3;7,91495
337,4;8,01324
337,5;8,11189
337,6;8,21149
337,7;8,31231
337,8;8,41404
337,9;8,51811
338;8,62407
338,1;8,73272
338,2;8,8449
338,3;8,96041
338,4;9,08033
338,5;9,20333
338,6;9,33018
338,7;9,46264
338,8;9,60002
338,9;9,74335
339;9,89361
339,1;10,0498
339,2;10,2119
339,3;10,3802
339,4;10,5515
339,5;10,7268
339,6;10,9063
339,7;11,0917
339,8;11,2822
339,9;11,4784
340;11,6777
340,1;11,8831
340,2;12,0956
340,3;12,3124
340,4;12,5359
340,5;12,7666
340,6;13,0051
340,7;13,2557
340,8;13,5197
340,9;13,7953
341;14,0858
341,1;14,3904
341,2;14,7111
341,3;15,049
341,4;15,4018
341,5;15,7732
341,6;16,1632
341,7;16,5718
341,8;17,0015
341,9;17,4531
342;17,9243
342,1;18,4199
342,2;18,9399
342,3;19,4836
342,4;20,0576
342,5;20,6663
342,6;21,3093
342,7;21,9909
342,8;22,7133
342,9;23,4857
343;24,3158
343,1;25,2042
343,2;26,1614
343,3;27,1953
343,4;28,3105
343,5;29,5234
343,6;30,8489
343,7;32,2913
343,8;33,8677
343,9;35,5974
344;37,4974
344,1;39,5955
344,2;41,9206
344,3;44,4978
344,4;47,3622
344,5;50,5659
344,6;54,1593
344,7;58,2001
344,8;62,7366
344,9;67,8286
345;73,5365
345,1;79,897
345,2;86,912
345,3;94,4761
345,4;102,328
345,5;109,959
345,6;116,524
345,7;120,905
345,8;121,995
345,9;119,203
346;112,927
346,1;104,388
346,2;94,9814
346,3;85,7873
346,4;77,4013
346,5;70,0156
346,6;63,627
346,7;58,1515
346,8;53,4677
346,9;49,4367
347;45,9634
347,1;42,9614
347,2;40,3336
347,3;38,0055
347,4;35,922
347,5;34,0502
347,6;32,3669
347,7;30,8482
347,8;29,4676
347,9;28,208
348;27,061
348,1;26,0096
348,2;25,0313
348,3;24,1231
348,4;23,2819
348,5;22,4915
348,6;21,7478
348,7;21,0461
348,8;20,3816
348,9;19,7566
349;19,1752
349,1;18,6379
349,2;18,1421
349,3;17,6857
349,4;17,2625
349,5;16,8518
349,6;16,4402
349,7;16,0355
349,8;15,6438
349,9;15,2673
350;14,9116
350,1;14,5734
350,2;14,2523
350,3;13,9456
350,4;13,6524
350,5;13,3739
350,6;13,1094
350,7;12,8554
350,8;12,6102
350,9;12,3756
351;12,1508
351,1;11,9367
351,2;11,7296
351,3;11,5279
351,4;11,3377
351,5;11,1522
351,6;10,9619
351,7;10,777
351,8;10,6006
351,9;10,4308
352;10,2735
352,1;10,1263
352,2;9,98181
352,3;9,83978
352,4;9,69828
352,5;9,55882
352,6;9,42245
352,7;9,28921
352,8;9,16129
352,9;9,03752
353;8,91563
353,1;8,79837
353,2;8,68468
353,3;8,57319
353,4;8,46759
353,5;8,36483
353,6;8,26321
353,7;8,16653
353,8;8,07294
353,9;7,98098
354;7,89374
354,1;7,80799
354,2;7,72199
354,3;7,63886
354,4;7,55727
354,5;7,47733
354,6;7,40124
354,7;7,32597
354,8;7,25153
354,9;7,17821
355;7,10644
355,1;7,03634
355,2;6,96659
355,3;6,89638
355,4;6,82822
355,5;6,76207
355,6;6,69774
355,7;6,63549
355,8;6,57343
355,9;6,51149
356;6,45083
356,1;6,39221
356,2;6,33689
356,3;6,28255
356,4;6,22837
356,5;6,17595
356,6;6,1248
356,7;6,07405
356,8;6,02327
356,9;5,97203
357;5,92162
357,1;5,87282
357,2;5,82441
357,3;5,776
357,4;5,72615
357,5;5,67645
357,6;5,62829
357,7;5,5819
357,8;5,53517
357,9;5,48992
358;5,44682
358,1;5,40413
358,2;5,36272
358,3;5,32268
358,4;5,28324
358,5;5,24445
358,6;5,20688
358,7;5,17072
358,8;5,13657
358,9;5,10381
359;5,07218
359,1;5,0411
359,2;5,01057
359,3;4,98007
359,4;4,95012
359,5;4,9199
359,6;4,88923
359,7;4,85882
359,8;4,82824
359,9;4,79786
360;4,76772
360,1;4,73786
360,2;4,70756
360,3;4,67641
360,4;4,64487
360,5;4,61466
360,6;4,58511
360,7;4,55665
360,8;4,5291
360,9;4,50281
361;4,47834
361,1;4,45437
361,2;4,43062
361,3;4,40714
361,4;4,38253
361,5;4,35811
361,6;4,33558
361,7;4,31302
361,8;4,29016
361,9;4,26799
362;4,2451
362,1;4,22299
362,2;4,20044
362,3;4,17723
362,4;4,1535
362,5;4,12978
362,6;4,10814
362,7;4,08836
362,8;4,0684
362,9;4,04845
363;4,02897
363,1;4,00841
363,2;3,98707
363,3;3,96568
363,4;3,94237
363,5;3,91939
363,6;3,90154
363,7;3,88779
363,8;3,87667
363,9;3,866
364;3,85346
364,1;3,83988
364,2;3,82531
364,3;3,80885
364,4;3,79085
364,5;3,77078
364,6;3,74859
364,7;3,72543
364,8;3,70311
364,9;3,68143
365;3,66082
365,1;3,64175
365,2;3,6236
365,3;3,60679
365,4;3,5905
365,5;3,5757
365,6;3,56129
365,7;3,54704
365,8;3,53341
365,9;3,51996
366;3,50681
366,1;3,49412
366,2;3,48141
366,3;3,46708
366,4;3,45361
366,5;3,44001
366,6;3,42593
366,7;3,41255
366,8;3,39893
366,9;3,385
367;3,37128
367,1;3,35793
367,2;3,34493
367,3;3,33213
367,4;3,31926
367,5;3,30798
367,6;3,29832
367,7;3,28978
367,8;3,28182
367,9;3,27436
368;3,26899
368,1;3,26209
368,2;3,25202
368,3;3,24157
368,4;3,23163
368,5;3,21954
368,6;3,20506
368,7;3,19043
368,8;3,17628
368,9;3,16178
369;3,14774
369,1;3,13446
369,2;3,12142
369,3;3,1093
369,4;3,0973
369,5;3,08584
369,6;3,07409
369,7;3,06244
369,8;3,05254
369,9;3,04294
370;3,03281
370,1;3,02287
370,2;3,01376
370,3;3,00455
370,4;2,99606
370,5;2,98745
370,6;2,97821
370,7;2,96899
370,8;2,96064
370,9;2,95239
371;2,94347
371,1;2,9354
371,2;2,92575
371,3;2,91518
371,4;2,90536
371,5;2,89605
371,6;2,88604
371,7;2,87591
371,8;2,86593
371,9;2,8554
372;2,84573
372,1;2,83636
372,2;2,82698
372,3;2,81729
372,4;2,80768
372,5;2,79842
372,6;2,79034
372,7;2,78171
372,8;2,77372
372,9;2,76634
373;2,75915
373,1;2,75219
373,2;2,74541
373,3;2,7386
373,4;2,73211
373,5;2,72609
373,6;2,71984
373,7;2,71327
373,8;2,70668
373,9;2,69927
374;2,69221
374,1;2,68543
374,2;2,67805
374,3;2,67101
374,4;2,66362
374,5;2,65607
374,6;2,64879
374,7;2,64216
374,8;2,63586
374,9;2,62956
375;2,62339
375,1;2,61744
375,2;2,61201
375,3;2,60641
375,4;2,6011
375,5;2,59628
375,6;2,59166
375,7;2,58661
375,8;2,58267
375,9;2,57899
376;2,57432
376,1;2,56968
376,2;2,56425
376,3;2,55837
376,4;2,55311
376,5;2,5472
376,6;2,54054
376,7;2,53425
376,8;2,52836
376,9;2,52209
377;2,51625
377,1;2,51076
377,2;2,50456
377,3;2,49816
377,4;2,49197
377,5;2,48662
377,6;2,48082
377,7;2,47465
377,8;2,46866
377,9;2,462
378;2,45519
378,1;2,44905
378,2;2,4416
378,3;2,43377
378,4;2,42671
378,5;2,42021
378,6;2,41423
378,7;2,40785
378,8;2,40128
378,9;2,39523
379;2,39032
379,1;2,38519
379,2;2,37997
379,3;2,37484
379,4;2,36959
379,5;2,36489
379,6;2,36155
379,7;2,35935
379,8;2,35648
379,9;2,35285
380;2,34879
380,1;2,34444
380,2;2,33996
380,3;2,33665
380,4;2,33322
380,5;2,32907
380,6;2,32587
380,7;2,3234
380,8;2,3199
380,9;2,31464
381;2,31086
381,1;2,3068
381,2;2,30187
381,3;2,29777
381,4;2,29316
381,5;2,28843
381,6;2,28407
381,7;2,27984
381,8;2,27563
381,9;2,27215
382;2,26908
382,1;2,26562
382,2;2,26191
382,3;2,25832
382,4;2,25521
382,5;2,25274
382,6;2,25046
382,7;2,24761
382,8;2,24514
382,9;2,24355
383;2,24153
383,1;2,23924
383,2;2,23685
383,3;2,23417
383,4;2,23228
383,5;2,23001
383,6;2,22703
383,7;2,22327
383,8;2,22033
383,9;2,21724
384;2,21409
384,1;2,21177
384,2;2,2089
384,3;2,20553
384,4;2,20255
384,5;2,20099
384,6;2,19889
384,7;2,19552
384,8;2,19205
384,9;2,18854
385;2,18519
385,1;2,18196
385,2;2,17864
385,3;2,17547
385,4;2,17293
385,5;2,16989
385,6;2,1678
385,7;2,16622
385,8;2,164
385,9;2,16179
386;2,15933
386,1;2,15653
386,2;2,15355
386,3;2,15097
386,4;2,14898
386,5;2,1466
386,6;2,14453
386,7;2,14278
386,8;2,14159
386,9;2,14004
387;2,1386
387,1;2,13685
387,2;2,13522
387,3;2,1337
387,4;2,13282
387,5;2,13249
387,6;2,13094
387,7;2,12922
387,8;2,12817
387,9;2,128
388;2,12619
388,1;2,1238
388,2;2,12175
388,3;2,11932
388,4;2,11749
388,5;2,11641
388,6;2,11417
388,7;2,11019
388,8;2,10716
388,9;2,10506
389;2,10228
389,1;2,09937
389,2;2,09611
389,3;2,09252
389,4;2,0909
389,5;2,09022
389,6;2,08752
389,7;2,0844
389,8;2,0828
389,9;2,08178
390;2,08108
390,1;2,08003
390,2;2,07901
390,3;2,07725
390,4;2,07535
390,5;2,07368
390,6;2,07169
390,7;2,06924
390,8;2,06805
390,9;2,06685
391;2,06551
391,1;2,06507
391,2;2,06312
391,3;2,0615
391,4;2,06068
391,5;2,05955
391,6;2,05855
391,7;2,05855
391,8;2,05912
391,9;2,05902
392;2,0592
392,1;2,06018
392,2;2,05996
392,3;2,05943
392,4;2,05957
392,5;2,06001
392,6;2,06022
392,7;2,06053
392,8;2,06174
392,9;2,06168
393;2,06094
393,1;2,05993
393,2;2,05759
393,3;2,05639
393,4;2,05654
393,5;2,05702
393,6;2,05773
393,7;2,05846
393,8;2,05922
393,9;2,06065
394;2,06137
394,1;2,06084
394,2;2,06035
394,3;2,05933
394,4;2,05911
394,5;2,06068
394,6;2,06127
394,7;2,05929
394,8;2,05769
394,9;2,05615
395;2,05425
395,1;2,05242
395,2;2,05102
395,3;2,0488
395,4;2,04855
395,5;2,05115
395,6;2,0528
395,7;2,05328
395,8;2,05328
395,9;2,05245
396;2,05053
396,1;2,04863
396,2;2,04668
396,3;2,04566
396,4;2,05008
396,5;2,05849
396,6;2,06579
396,7;2,0731
396,8;2,07754
396,9;2,0784
397;2,08106
397,1;2,08448
397,2;2,08611
397,3;2,08724
397,4;2,08856
397,5;2,08937
397,6;2,09114
397,7;2,09419
397,8;2,09686
397,9;2,09768
398;2,1
398,1;2,10478
398,2;2,11003
398,3;2,11629
398,4;2,12404
398,5;2,12892
398,6;2,13282
398,7;2,13832
398,8;2,14088
398,9;2,14183
399;2,14259
399,1;2,14184
399,2;2,14094
399,3;2,14057
399,4;2,14083
399,5;2,14032
399,6;2,14039
399,7;2,13856
399,8;2,13765
399,9;2,13743
400;2,13521
