ome;frfe
157,6;3,39144
157,7;3,43199
157,8;3,47338
157,9;3,51479
158;3,55826
158,1;3,60326
158,2;3,64877
158,3;3,69538
158,4;3,74372
158,5;3,79421
158,6;3,8472
158,7;3,90188
158,8;3,95812
158,9;4,01543
159;4,07472
159,1;4,13598
159,2;4,19864
159,3;4,26211
159,4;4,32695
159,5;4,39241
159,6;4,45864
159,7;4,52693
159,8;4,59681
159,9;4,66739
160;4,73848
160,1;4,8108
160,2;4,88368
160,3;4,95966
160,4;5,0381
160,5;5,11683
160,6;5,19532
160,7;5,27427
160,8;5,35751
160,9;5,44374
161;5,5313
161,1;5,6179
161,2;5,70301
161,3;5,79493
161,4;5,8983
161,5;6,00164
161,6;6,10423
161,7;6,21553
161,8;6,33979
161,9;6,47465
162;6,61368
162,1;6,75591
162,2;6,9075
162,3;7,07301
162,4;7,24924
162,5;7,4277
162,6;7,61154
162,7;7,80628
162,8;8,01374
162,9;8,23262
163;8,46043
163,1;8,69609
163,2;8,94029
163,3;9,19455
163,4;9,4541
163,5;9,70795
163,6;9,951
163,7;10,1965
163,8;10,4765
163,9;10,8323
164;11,2957
164,1;11,8573
164,2;12,4855
164,3;13,1554
164,4;13,8667
164,5;14,6302
164,6;15,4597
164,7;16,3689
164,8;17,3735
164,9;18,4967
165;19,7645
165,1;21,206
165,2;22,858
165,3;24,7693
165,4;27,0059
165,5;29,6544
165,6;32,835
165,7;36,7253
165,8;41,5836
165,9;47,7996
166;55,988
166,1;67,1388
166,2;82,8705
166,3;105,544
166,4;135,771
166,5;156,885
166,6;137,696
166,7;104,518
166,8;80,2113
166,9;64,0639
167;53,0259
167,1;45,1399
167,2;39,269
167,3;34,7375
167,4;31,1362
167,5;28,2126
167,6;25,7939
167,7;23,7626
167,8;22,0342
167,9;20,5453
168;19,2485
168,1;18,1068
168,2;17,0927
168,3;16,1866
168,4;15,3706
168,5;14,6293
168,6;13,9539
168,7;13,3374
168,8;12,7727
168,9;12,2564
169;11,7817
169,1;11,3436
169,2;10,9391
169,3;10,5651
169,4;10,2191
169,5;9,89729
169,6;9,59515
169,7;9,31108
169,8;9,04526
169,9;8,79619
170;8,56208
170,1;8,34077
170,2;8,13061
170,3;7,93036
170,4;7,73907
170,5;7,55673
170,6;7,38437
170,7;7,21959
170,8;7,06113
170,9;6,90921
171;6,7638
171,1;6,6224
171,2;6,48631
171,3;6,35555
171,4;6,23132
171,5;6,11406
171,6;6,00353
171,7;5,89825
171,8;5,79736
171,9;5,70062
172;5,6073
172,1;5,51688
172,2;5,42915
172,3;5,34445
172,4;5,26205
172,5;5,18063
172,6;5,101
172,7;5,02379
172,8;4,94934
172,9;4,87628
173;4,80518
173,1;4,73577
173,2;4,66932
173,3;4,60448
173,4;4,5416
173,5;4,4807
173,6;4,42154
173,7;4,36423
173,8;4,3091
173,9;4,25525
174;4,20298
174,1;4,15203
174,2;4,10183
174,3;4,05382
174,4;4,00616
174,5;3,95926
174,6;3,91383
174,7;3,86951
174,8;3,82582
174,9;3,784
175;3,74379
175,1;3,70453
175,2;3,66621
175,3;3,62935
175,4;3,59408
175,5;3,55992
175,6;3,52729
175,7;3,49616
175,8;3,46602
175,9;3,4363
176;3,40735
176,1;3,37887
176,2;3,34958
176,3;3,32056
176,4;3,29192
176,5;3,26303
176,6;3,23375
176,7;3,2055
176,8;3,17741
176,9;3,14983
177;3,12188
177,1;3,09452
177,2;3,06809
177,3;3,0417
177,4;3,01611
177,5;2,99103
177,6;2,96716
177,7;2,94452
177,8;2,92179
177,9;2,90044
178;2,87917
178,1;2,85803
178,2;2,83774
178,3;2,81837
178,4;2,7996
178,5;2,78289
178,6;2,76679
178,7;2,75003
178,8;2,73304
178,9;2,71619
179;2,70062
179,1;2,68555
179,2;2,67099
179,3;2,65664
179,4;2,64221
179,5;2,62785
179,6;2,61281
179,7;2,59736
179,8;2,58274
179,9;2,56786
180;2,55344
180,1;2,53861
180,2;2,52464
180,3;2,50965
180,4;2,49372
180,5;2,47709
180,6;2,45987
180,7;2,4427
180,8;2,42562
180,9;2,4081
181;2,39157
181,1;2,37556
181,2;2,35972
181,3;2,34482
181,4;2,33047
181,5;2,31672
181,6;2,30425
181,7;2,2926
181,8;2,28219
181,9;2,27307
182;2,26419
182,1;2,25554
182,2;2,24767
182,3;2,23974
182,4;2,23167
182,5;2,2249
182,6;2,21763
182,7;2,20774
182,8;2,19083
182,9;2,1664
183;2,1425
183,1;2,12662
183,2;2,1178
183,3;2,11167
183,4;2,10632
183,5;2,09881
183,6;2,08926
183,7;2,07901
183,8;2,07042
183,9;2,0621
184;2,05368
184,1;2,04592
184,2;2,03848
184,3;2,03102
184,4;2,02384
184,5;2,01694
184,6;2,00936
184,7;2,00161
184,8;1,99357
184,9;1,986
185;1,97909
185,1;1,9721
185,2;1,964
185,3;1,9558
185,4;1,94774
185,5;1,94024
185,6;1,93309
185,7;1,92637
185,8;1,91943
185,9;1,91289
186;1,90673
186,1;1,90045
186,2;1,89476
186,3;1,88871
186,4;1,88315
186,5;1,87745
186,6;1,87252
186,7;1,86674
186,8;1,86173
186,9;1,85592
187;1,85031
187,1;1,84405
187,2;1,83838
187,3;1,83239
187,4;1,82645
187,5;1,82025
187,6;1,81432
187,7;1,80877
187,8;1,80365
187,9;1,7985
188;1,79265
188,1;1,78694
188,2;1,78198
188,3;1,77723
188,4;1,7725
188,5;1,76724
188,6;1,76229
188,7;1,75761
188,8;1,75323
188,9;1,74898
189;1,74448
189,1;1,74006
189,2;1,7363
189,3;1,73235
189,4;1,7287
189,5;1,72502
189,6;1,72048
189,7;1,71676
189,8;1,71301
189,9;1,70929
190;1,70552
190,1;1,70189
190,2;1,69825
190,3;1,69465
190,4;1,69097
190,5;1,68762
190,6;1,68391
190,7;1,68027
190,8;1,67574
190,9;1,67122
191;1,66743
191,1;1,6633
191,2;1,65905
191,3;1,65453
191,4;1,65052
191,5;1,64631
191,6;1,64163
191,7;1,63712
191,8;1,63307
191,9;1,62915
192;1,62517
192,1;1,62188
192,2;1,61827
192,3;1,61538
192,4;1,61292
192,5;1,61039
192,6;1,60823
192,7;1,60634
192,8;1,60444
192,9;1,6031
193;1,60167
193,1;1,60008
193,2;1,59856
193,3;1,59682
193,4;1,59541
193,5;1,5939
193,6;1,59242
193,7;1,59094
193,8;1,58973
193,9;1,58797
194;1,58564
194,1;1,58343
194,2;1,58116
194,3;1,57855
194,4;1,57606
194,5;1,57342
194,6;1,56999
194,7;1,56638
194,8;1,56318
194,9;1,56054
195;1,55812
195,1;1,55557
195,2;1,5537
195,3;1,55165
195,4;1,5495
195,5;1,5474
195,6;1,54579
195,7;1,54418
195,8;1,54252
195,9;1,54081
196;1,53916
196,1;1,53742
196,2;1,53552
196,3;1,53414
196,4;1,53202
196,5;1,52998
196,6;1,52811
196,7;1,52603
196,8;1,5229
196,9;1,5195
197;1,51631
197,1;1,51366
197,2;1,51201
197,3;1,51167
197,4;1,51181
197,5;1,51067
197,6;1,50934
197,7;1,50769
197,8;1,50606
197,9;1,50413
198;1,50125
198,1;1,49765
198,2;1,49398
198,3;1,49
198,4;1,48649
198,5;1,48441
198,6;1,48273
198,7;1,48146
198,8;1,48047
198,9;1,47999
199;1,47825
199,1;1,4763
199,2;1,47408
199,3;1,47183
199,4;1,46988
199,5;1,46963
199,6;1,46958
199,7;1,46877
199,8;1,4687
199,9;1,46928
200;1,46924
200,1;1,46919
200,2;1,46936
200,3;1,46941
200,4;1,46987
200,5;1,46971
200,6;1,47081
200,7;1,47134
200,8;1,47157
200,9;1,4726
201;1,47315
201,1;1,47382
201,2;1,47468
201,3;1,47524
201,4;1,47532
201,5;1,47388
201,6;1,47312
201,7;1,47337
201,8;1,47466
201,9;1,47532
202;1,47495
202,1;1,47459
202,2;1,47428
202,3;1,47346
202,4;1,47218
202,5;1,47154
202,6;1,47146
202,7;1,47045
202,8;1,46997
202,9;1,46905
203;1,46872
203,1;1,46892
203,2;1,46935
203,3;1,46953
203,4;1,46944
203,5;1,46939
203,6;1,46971
203,7;1,46978
203,8;1,46936
203,9;1,46889
204;1,46805
204,1;1,46797
204,2;1,46867
204,3;1,46944
204,4;1,47031
204,5;1,47094
204,6;1,47102
204,7;1,47117
204,8;1,4718
204,9;1,4731
205;1,47411
205,1;1,47515
205,2;1,47683
205,3;1,4786
205,4;1,48052
205,5;1,48189
205,6;1,48313
205,7;1,48448
205,8;1,48551
205,9;1,48664
206;1,48718
206,1;1,48759
206,2;1,48825
206,3;1,48825
206,4;1,48812
206,5;1,48741
206,6;1,48678
206,7;1,48635
206,8;1,48553
206,9;1,48526
207;1,4855
207,1;1,48553
207,2;1,48585
207,3;1,48681
207,4;1,48849
207,5;1,49059
207,6;1,49243
207,7;1,49428
207,8;1,49617
207,9;1,49822
208;1,50007
208,1;1,5017
208,2;1,50399
208,3;1,50616
208,4;1,50692
208,5;1,50779
208,6;1,50889
208,7;1,50992
208,8;1,51082
208,9;1,51192
209;1,51324
209,1;1,51439
209,2;1,51571
209,3;1,51679
209,4;1,51823
209,5;1,51998
209,6;1,52166
209,7;1,52352
209,8;1,52577
209,9;1,52809
210;1,53038
210,1;1,5333
210,2;1,53579
210,3;1,53781
210,4;1,53945
210,5;1,54085
210,6;1,54237
210,7;1,54402
210,8;1,54498
210,9;1,54622
211;1,54671
211,1;1,5473
211,2;1,54824
211,3;1,54928
211,4;1,5515
211,5;1,55396
211,6;1,55645
211,7;1,55928
211,8;1,56202
211,9;1,56465
212;1,56764
212,1;1,57037
212,2;1,57303
212,3;1,57575
212,4;1,578
212,5;1,58078
212,6;1,58282
212,7;1,58431
212,8;1,58583
212,9;1,58734
213;1,58914
213,1;1,59122
213,2;1,59323
213,3;1,59481
213,4;1,59687
213,5;1,59869
213,6;1,60107
213,7;1,60368
213,8;1,60614
213,9;1,6099
214;1,61335
214,1;1,61692
214,2;1,62071
214,3;1,62441
214,4;1,62857
214,5;1,63333
214,6;1,63821
214,7;1,64221
214,8;1,64651
214,9;1,65116
215;1,65537
215,1;1,65927
215,2;1,66211
215,3;1,66505
215,4;1,66897
215,5;1,67365
215,6;1,67778
215,7;1,67996
215,8;1,68058
215,9;1,68354
216;1,68868
216,1;1,69401
216,2;1,69918
216,3;1,70402
216,4;1,70835
216,5;1,7128
216,6;1,71677
216,7;1,72047
216,8;1,72352
216,9;1,72556
217;1,72682
217,1;1,72751
217,2;1,72744
217,3;1,72818
217,4;1,72911
217,5;1,73033
217,6;1,73222
217,7;1,73522
217,8;1,73809
217,9;1,74133
218;1,74501
218,1;1,7506
218,2;1,75628
218,3;1,76083
218,4;1,76568
218,5;1,77062
218,6;1,77483
218,7;1,77886
218,8;1,78325
218,9;1,78775
219;1,79199
219,1;1,79585
219,2;1,80005
219,3;1,80494
219,4;1,80936
219,5;1,81455
219,6;1,81982
219,7;1,82474
219,8;1,83017
219,9;1,83576
220;1,84152
220,1;1,84772
220,2;1,85282
220,3;1,8564
220,4;1,86022
220,5;1,864
220,6;1,8678
220,7;1,87187
220,8;1,87584
220,9;1,87976
221;1,88443
221,1;1,88962
221,2;1,89434
221,3;1,8992
221,4;1,90435
221,5;1,90983
221,6;1,91588
221,7;1,92173
221,8;1,92813
221,9;1,93474
222;1,9418
222,1;1,94864
222,2;1,95581
222,3;1,96311
222,4;1,96974
222,5;1,97634
222,6;1,98292
222,7;1,98905
222,8;1,99487
222,9;2,0011
223;2,00674
223,1;2,01209
223,2;2,01833
223,3;2,0245
223,4;2,03073
223,5;2,03697
223,6;2,04438
223,7;2,05173
223,8;2,05934
223,9;2,06704
224;2,07499
224,1;2,08328
224,2;2,0926
224,3;2,10167
224,4;2,11109
224,5;2,12045
224,6;2,12882
224,7;2,13698
224,8;2,14518
224,9;2,1542
225;2,16259
225,1;2,1706
225,2;2,17883
225,3;2,18618
225,4;2,19403
225,5;2,20282
225,6;2,21099
225,7;2,2189
225,8;2,22744
225,9;2,23642
226;2,24563
226,1;2,25482
226,2;2,26417
226,3;2,27438
226,4;2,28413
226,5;2,29393
226,6;2,30408
226,7;2,31387
226,8;2,32268
226,9;2,33107
227;2,33959
227,1;2,34826
227,2;2,35754
227,3;2,36634
227,4;2,37547
227,5;2,38489
227,6;2,39378
227,7;2,40414
227,8;2,41556
227,9;2,42681
228;2,43872
228,1;2,45049
228,2;2,46254
228,3;2,47459
228,4;2,48642
228,5;2,49815
228,6;2,51046
228,7;2,52296
228,8;2,53529
228,9;2,54739
229;2,55916
229,1;2,57126
229,2;2,58295
229,3;2,59426
229,4;2,60583
229,5;2,61776
229,6;2,62956
229,7;2,64141
229,8;2,65353
229,9;2,66579
230;2,67767
230,1;2,69114
230,2;2,70689
230,3;2,72298
230,4;2,73829
230,5;2,75379
230,6;2,76895
230,7;2,78433
230,8;2,7995
230,9;2,81552
231;2,83164
231,1;2,84788
231,2;2,86409
231,3;2,87978
231,4;2,89587
231,5;2,91185
231,6;2,92782
231,7;2,94332
231,8;2,95771
231,9;2,9725
232;2,98828
232,1;3,00417
232,2;3,01843
232,3;3,03262
232,4;3,04909
232,5;3,06971
232,6;3,09219
232,7;3,11488
232,8;3,13656
232,9;3,15829
233;3,18076
233,1;3,20278
233,2;3,22529
233,3;3,24811
233,4;3,27184
233,5;3,2965
233,6;3,32117
233,7;3,34572
233,8;3,37064
233,9;3,39473
234;3,41869
234,1;3,443
234,2;3,46711
234,3;3,49113
234,4;3,51523
234,5;3,53895
234,6;3,56268
234,7;3,5867
234,8;3,61141
234,9;3,63631
235;3,66176
235,1;3,68799
235,2;3,71561
235,3;3,74475
235,4;3,77439
235,5;3,80543
235,6;3,83752
235,7;3,87067
235,8;3,90371
235,9;3,93721
236;3,97023
236,1;4,00332
236,2;4,03717
236,3;4,0713
236,4;4,10463
236,5;4,13887
236,6;4,17183
236,7;4,2034
236,8;4,23471
236,9;4,26648
237;4,29958
237,1;4,33469
237,2;4,37086
237,3;4,40905
237,4;4,44936
237,5;4,49087
237,6;4,53434
237,7;4,57916
237,8;4,62423
237,9;4,67119
238;4,71921
238,1;4,76851
238,2;4,81898
238,3;4,8698
238,4;4,9211
238,5;4,97302
238,6;5,02427
238,7;5,07613
238,8;5,12902
238,9;5,182
239;5,2359
239,1;5,29018
239,2;5,3456
239,3;5,4031
239,4;5,46186
239,5;5,52226
239,6;5,58435
239,7;5,64847
239,8;5,71455
239,9;5,78296
240;5,85277
240,1;5,92325
240,2;5,99483
240,3;6,06703
240,4;6,14078
240,5;6,21645
240,6;6,292
240,7;6,36928
240,8;6,4489
240,9;6,52981
241;6,61326
241,1;6,69985
241,2;6,78985
241,3;6,88501
241,4;6,98493
241,5;7,08924
241,6;7,19821
241,7;7,31328
241,8;7,43374
241,9;7,56048
242;7,69211
242,1;7,82782
242,2;7,96805
242,3;8,11229
242,4;8,25944
242,5;8,40874
242,6;8,55913
242,7;8,71093
242,8;8,86567
242,9;9,02299
243;9,18476
243,1;9,35031
243,2;9,52102
243,3;9,69856
243,4;9,88369
243,5;10,0769
243,6;10,2807
243,7;10,495
243,8;10,7203
243,9;10,9594
244;11,2112
244,1;11,4764
244,2;11,7564
244,3;12,0525
244,4;12,3641
244,5;12,6908
244,6;13,0323
244,7;13,3903
244,8;13,766
244,9;14,1598
245;14,5743
245,1;15,0122
245,2;15,4746
245,3;15,9644
245,4;16,4844
245,5;17,0341
245,6;17,6185
245,7;18,2439
245,8;18,9164
245,9;19,6429
246;20,432
246,1;21,2916
246,2;22,2266
246,3;23,2476
246,4;24,3661
246,5;25,5938
246,6;26,9442
246,7;28,4383
246,8;30,0995
246,9;31,9525
247;34,0321
247,1;36,3801
247,2;39,0503
247,3;42,1163
247,4;45,6672
247,5;49,817
247,6;54,7293
247,7;60,6246
247,8;67,798
247,9;76,6506
248;87,7159
248,1;101,678
248,2;119,294
248,3;140,806
248,4;164,091
248,5;180,84
248,6;177,536
248,7;153,797
248,8;125,501
248,9;102,35
249;85,3421
249,1;72,9557
249,2;63,6338
249,3;56,3888
249,4;50,6295
249,5;45,9489
249,6;42,0628
249,7;38,7774
249,8;35,9665
249,9;33,5333
250;31,4122
250,1;29,5502
250,2;27,9024
250,3;26,435
250,4;25,1168
250,5;23,9267
250,6;22,8526
250,7;21,8742
250,8;20,9786
250,9;20,1564
251;19,3943
251,1;18,6855
251,2;18,0268
251,3;17,4113
251,4;16,836
251,5;16,2995
251,6;15,7968
251,7;15,3265
251,8;14,8854
251,9;14,4702
252;14,0786
252,1;13,7086
252,2;13,3587
252,3;13,0267
252,4;12,7122
252,5;12,4138
252,6;12,1317
252,7;11,8633
252,8;11,6056
252,9;11,3587
253;11,1218
253,1;10,8963
253,2;10,68
253,3;10,4714
253,4;10,2686
253,5;10,0721
253,6;9,88258
253,7;9,69984
253,8;9,52464
253,9;9,3564
254;9,1929
254,1;9,03448
254,2;8,88241
254,3;8,73548
254,4;8,5939
254,5;8,4581
254,6;8,32742
254,7;8,20062
254,8;8,07864
254,9;7,96123
255;7,84783
255,1;7,73765
255,2;7,63077
255,3;7,52644
255,4;7,42363
255,5;7,32425
255,6;7,22741
255,7;7,13204
255,8;7,03931
255,9;6,94987
256;6,863
256,1;6,77791
256,2;6,69502
256,3;6,61444
256,4;6,53695
256,5;6,46261
256,6;6,39029
256,7;6,31918
256,8;6,25088
256,9;6,18482
257;6,11986
257,1;6,05701
257,2;5,99534
257,3;5,93395
257,4;5,87348
257,5;5,81467
257,6;5,75667
257,7;5,69834
257,8;5,64148
257,9;5,58615
258;5,53077
258,1;5,47561
258,2;5,42185
258,3;5,36952
258,4;5,31806
258,5;5,26758
258,6;5,21874
258,7;5,17121
258,8;5,12523
258,9;5,08138
259;5,03925
259,1;4,99834
259,2;4,95895
259,3;4,92208
259,4;4,88547
259,5;4,84975
259,6;4,81434
259,7;4,77944
259,8;4,74405
259,9;4,70871
260;4,67306
260,1;4,63718
260,2;4,60008
260,3;4,56156
260,4;4,52291
260,5;4,48485
260,6;4,4465
260,7;4,40778
260,8;4,37019
260,9;4,33483
261;4,30061
261,1;4,26701
261,2;4,23471
261,3;4,20461
261,4;4,17713
261,5;4,15173
261,6;4,12777
261,7;4,1052
261,8;4,08345
261,9;4,06247
262;4,04187
262,1;4,02218
262,2;4,00208
262,3;3,98151
262,4;3,96094
262,5;3,9402
262,6;3,91867
262,7;3,89692
262,8;3,87428
262,9;3,85106
263;3,827
263,1;3,80221
263,2;3,77673
263,3;3,75046
263,4;3,72356
263,5;3,69621
263,6;3,66814
263,7;3,63985
263,8;3,6125
263,9;3,58533
264;3,55995
264,1;3,53764
264,2;3,51745
264,3;3,49887
264,4;3,48193
264,5;3,46671
264,6;3,45297
264,7;3,441
264,8;3,42951
264,9;3,41801
265;3,40534
265,1;3,39049
265,2;3,3734
265,3;3,35497
265,4;3,33746
265,5;3,32029
265,6;3,3032
265,7;3,28674
265,8;3,26959
265,9;3,25284
266;3,23665
266,1;3,22061
266,2;3,20484
266,3;3,18979
266,4;3,17506
266,5;3,16065
266,6;3,14668
266,7;3,13337
266,8;3,12022
266,9;3,10701
267;3,09281
267,1;3,07659
267,2;3,05842
267,3;3,04286
267,4;3,03045
267,5;3,01997
267,6;3,0096
267,7;2,99933
267,8;2,98892
267,9;2,97806
268;2,96718
268,1;2,95633
268,2;2,94532
268,3;2,93474
268,4;2,92418
268,5;2,91293
268,6;2,90185
268,7;2,89103
268,8;2,88021
268,9;2,86945
269;2,85963
269,1;2,84945
269,2;2,83932
269,3;2,82953
269,4;2,82014
269,5;2,81108
269,6;2,80277
269,7;2,79367
269,8;2,78427
269,9;2,77626
270;2,76888
270,1;2,76141
270,2;2,75368
270,3;2,74597
270,4;2,73796
270,5;2,72928
270,6;2,72054
270,7;2,71153
270,8;2,70327
270,9;2,69486
271;2,68521
271,1;2,67559
271,2;2,666
271,3;2,65638
271,4;2,6467
271,5;2,6375
271,6;2,62837
271,7;2,61912
271,8;2,6098
271,9;2,60143
272;2,59364
272,1;2,58564
272,2;2,57826
272,3;2,57128
272,4;2,56431
272,5;2,55794
272,6;2,55156
272,7;2,54503
272,8;2,53892
272,9;2,53291
273;2,5265
273,1;2,5199
273,2;2,51317
273,3;2,50697
273,4;2,50012
273,5;2,49338
273,6;2,48701
273,7;2,48055
273,8;2,47403
273,9;2,46731
274;2,46119
274,1;2,45439
274,2;2,44804
274,3;2,44198
274,4;2,43578
274,5;2,43001
274,6;2,42338
274,7;2,417
274,8;2,41109
274,9;2,40515
275;2,39929
275,1;2,39338
275,2;2,38739
275,3;2,38088
275,4;2,3748
275,5;2,36871
275,6;2,36262
275,7;2,3567
275,8;2,35158
275,9;2,34636
276;2,34083
276,1;2,33512
276,2;2,32965
276,3;2,32461
276,4;2,31914
276,5;2,31397
276,6;2,30893
276,7;2,30351
276,8;2,29851
276,9;2,29424
277;2,28997
277,1;2,28527
277,2;2,28058
277,3;2,27599
277,4;2,27208
277,5;2,26796
277,6;2,26374
277,7;2,2588
277,8;2,25386
277,9;2,24899
278;2,24406
278,1;2,23883
278,2;2,23349
278,3;2,2282
278,4;2,22344
278,5;2,21941
278,6;2,21526
278,7;2,21146
278,8;2,2082
278,9;2,20503
279;2,20094
279,1;2,19753
279,2;2,19402
279,3;2,19116
279,4;2,18846
279,5;2,18541
279,6;2,18254
279,7;2,17958
279,8;2,17604
279,9;2,17181
280;2,16714
280,1;2,16207
280,2;2,15584
280,3;2,14957
280,4;2,14452
280,5;2,14067
280,6;2,13832
280,7;2,1363
280,8;2,13465
280,9;2,13307
281;2,13127
281,1;2,12995
281,2;2,1289
281,3;2,12776
281,4;2,12529
281,5;2,12149
281,6;2,1189
281,7;2,11779
281,8;2,11752
281,9;2,11644
282;2,11389
282,1;2,11116
282,2;2,10866
282,3;2,10573
282,4;2,1021
282,5;2,09877
282,6;2,09548
282,7;2,09151
282,8;2,08793
282,9;2,08389
283;2,08013
283,1;2,07642
283,2;2,0724
283,3;2,06875
283,4;2,06537
283,5;2,06199
283,6;2,05795
283,7;2,0548
283,8;2,05281
283,9;2,05028
284;2,04788
284,1;2,04568
284,2;2,04361
284,3;2,04166
284,4;2,04015
284,5;2,03883
284,6;2,0375
284,7;2,03642
284,8;2,03489
284,9;2,03358
285;2,03248
285,1;2,03072
285,2;2,0291
285,3;2,02724
285,4;2,02524
285,5;2,02349
285,6;2,0212
285,7;2,01936
285,8;2,01929
285,9;2,01796
286;2,01439
286,1;2,00964
286,2;2,00497
286,3;2,00119
286,4;1,99886
286,5;1,99768
286,6;1,99617
286,7;1,99464
286,8;1,99379
286,9;1,99338
287;1,99198
287,1;1,99047
287,2;1,98948
287,3;1,98804
287,4;1,98668
287,5;1,98579
287,6;1,98495
287,7;1,98415
287,8;1,98243
287,9;1,98138
288;1,9809
288,1;1,98005
288,2;1,97886
288,3;1,97785
288,4;1,97702
288,5;1,97608
288,6;1,97526
288,7;1,97452
288,8;1,97374
288,9;1,97293
289;1,97226
289,1;1,9714
289,2;1,97061
289,3;1,9698
289,4;1,96892
289,5;1,96864
289,6;1,96729
289,7;1,96606
289,8;1,96502
289,9;1,96389
290;1,96227
290,1;1,96093
290,2;1,95943
290,3;1,95784
290,4;1,95671
290,5;1,9558
290,6;1,95503
290,7;1,95433
290,8;1,95315
290,9;1,95227
291;1,95187
291,1;1,95156
291,2;1,95159
291,3;1,95139
291,4;1,9511
291,5;1,95114
291,6;1,95079
291,7;1,95079
291,8;1,95061
291,9;1,94991
292;1,94961
292,1;1,94937
292,2;1,94886
292,3;1,94797
292,4;1,94715
292,5;1,94639
292,6;1,94599
292,7;1,94516
292,8;1,94444
292,9;1,94467
293;1,94563
293,1;1,9458
293,2;1,94605
293,3;1,94584
293,4;1,94544
293,5;1,94534
293,6;1,94536
293,7;1,94554
293,8;1,94563
293,9;1,94556
294;1,94549
294,1;1,94453
294,2;1,94367
294,3;1,94303
294,4;1,94266
294,5;1,94179
294,6;1,94104
294,7;1,94104
294,8;1,94106
294,9;1,94093
295;1,94055
295,1;1,94016
295,2;1,94046
295,3;1,94053
295,4;1,94101
295,5;1,94061
295,6;1,94083
295,7;1,94129
295,8;1,93994
295,9;1,9387
296;1,93842
296,1;1,93784
296,2;1,93632
296,3;1,9347
296,4;1,93376
296,5;1,93339
296,6;1,93302
296,7;1,93314
296,8;1,93353
296,9;1,93439
297;1,93542
297,1;1,9369
297,2;1,93883
297,3;1,94032
297,4;1,94166
297,5;1,94363
297,6;1,94518
297,7;1,94609
297,8;1,94628
297,9;1,94695
298;1,94913
298,1;1,95216
298,2;1,955
298,3;1,95722
298,4;1,95934
298,5;1,96206
298,6;1,96478
298,7;1,96754
298,8;1,9704
298,9;1,97189
299;1,972
299,1;1,97134
299,2;1,97035
299,3;1,96935
299,4;1,96845
299,5;1,96758
299,6;1,96696
299,7;1,96695
299,8;1,96772
299,9;1,96836
300;1,96877
300,1;1,96988
300,2;1,97147
300,3;1,97286
300,4;1,97392
300,5;1,97522
300,6;1,97592
300,7;1,97749
300,8;1,97884
300,9;1,98053
301;1,98235
301,1;1,98402
301,2;1,98611
301,3;1,98862
301,4;1,99045
301,5;1,99235
301,6;1,99484
301,7;1,99748
301,8;1,99974
301,9;2,0027
302;2,00506
302,1;2,00704
302,2;2,00889
302,3;2,0104
302,4;2,01231
302,5;2,01349
302,6;2,01323
302,7;2,01305
302,8;2,01315
302,9;2,01277
303;2,01261
303,1;2,01292
303,2;2,01319
303,3;2,01421
303,4;2,01445
303,5;2,01537
303,6;2,01666
303,7;2,01871
303,8;2,02117
303,9;2,02352
304;2,02653
304,1;2,02978
304,2;2,03348
304,3;2,03674
304,4;2,04009
304,5;2,04322
304,6;2,04574
304,7;2,0484
304,8;2,05037
304,9;2,05162
305;2,05237
305,1;2,05285
305,2;2,05324
305,3;2,05378
305,4;2,05473
305,5;2,0557
305,6;2,0568
305,7;2,0581
305,8;2,06055
305,9;2,06273
306;2,06569
306,1;2,06976
306,2;2,07382
306,3;2,07819
306,4;2,0827
306,5;2,08717
306,6;2,09184
306,7;2,09616
306,8;2,1
306,9;2,10368
307;2,10651
307,1;2,10943
307,2;2,1118
307,3;2,11439
307,4;2,11724
307,5;2,12053
307,6;2,12358
307,7;2,12654
307,8;2,12997
307,9;2,13319
308;2,13681
308,1;2,14095
308,2;2,14451
308,3;2,14797
308,4;2,15127
308,5;2,15479
308,6;2,1589
308,7;2,16272
308,8;2,16589
308,9;2,16935
309;2,17243
309,1;2,1751
309,2;2,17669
309,3;2,17859
309,4;2,18015
309,5;2,18146
309,6;2,18284
309,7;2,18442
309,8;2,18653
309,9;2,18846
310;2,19125
310,1;2,19476
310,2;2,19861
310,3;2,20293
310,4;2,20775
310,5;2,21232
310,6;2,21808
310,7;2,22394
310,8;2,22927
310,9;2,23442
311;2,23937
311,1;2,24381
311,2;2,24729
311,3;2,25067
311,4;2,25331
311,5;2,25585
311,6;2,25767
311,7;2,25939
311,8;2,26072
311,9;2,26276
312;2,26536
312,1;2,26838
312,2;2,27165
312,3;2,27598
312,4;2,28113
312,5;2,28676
312,6;2,29355
312,7;2,3005
312,8;2,30675
312,9;2,31416
313;2,32174
313,1;2,32847
313,2;2,33455
313,3;2,34005
313,4;2,34456
313,5;2,34909
313,6;2,35224
313,7;2,3536
313,8;2,35371
313,9;2,3529
314;2,35012
314,1;2,34435
314,2;2,33802
314,3;2,33653
314,4;2,34379
314,5;2,35481
314,6;2,36555
314,7;2,37557
314,8;2,38552
314,9;2,39501
315;2,40263
315,1;2,40984
315,2;2,4175
315,3;2,42471
315,4;2,43272
315,5;2,44002
315,6;2,44708
315,7;2,45412
315,8;2,46052
315,9;2,46621
316;2,47208
316,1;2,47809
316,2;2,48431
316,3;2,49049
316,4;2,49655
316,5;2,50213
316,6;2,50883
316,7;2,51605
316,8;2,52311
316,9;2,52952
317;2,53672
